country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
US,United States,North Carolina,,,US-NC,,2020-11-27,-23,-15,51,-40,-60,16
US,United States,North Carolina,,,US-NC,,2020-11-28,-20,-12,41,-24,-17,4
US,United States,North Carolina,,,US-NC,,2020-11-29,-18,-10,0,-19,-15,4
US,United States,North Carolina,,,US-NC,,2020-11-30,-14,-3,-8,-29,-30,9
US,United States,North Carolina,,,US-NC,,2020-12-01,-13,-1,-4,-29,-29,9
US,United States,North Carolina,,,US-NC,,2020-12-02,-15,-5,-4,-33,-29,9
US,United States,North Carolina,,,US-NC,,2020-12-03,-13,0,0,-33,-28,9
US,United States,North Carolina,,,US-NC,,2020-12-04,-16,-5,7,-33,-27,9
US,United States,North Carolina,,,US-NC,,2020-12-05,-13,-3,19,-31,-7,4
US,United States,North Carolina,,,US-NC,,2020-12-06,-14,-5,0,-33,-12,4
US,United States,North Carolina,,,US-NC,,2020-12-07,-17,-4,-14,-36,-30,9
US,United States,North Carolina,,,US-NC,,2020-12-08,-15,-3,-3,-36,-28,9
US,United States,North Carolina,,,US-NC,,2020-12-09,-16,-5,-7,-35,-29,9
US,United States,North Carolina,,,US-NC,,2020-12-10,-15,-3,1,-33,-29,9
US,United States,North Carolina,,,US-NC,,2020-12-11,-15,-4,18,-33,-27,9
US,United States,North Carolina,,,US-NC,,2020-12-12,-15,-3,31,-31,-6,3
US,United States,North Carolina,,,US-NC,,2020-12-13,-14,-3,13,-31,-12,4
US,United States,North Carolina,,,US-NC,,2020-12-14,-18,-5,-20,-38,-31,10
US,United States,North Carolina,,,US-NC,,2020-12-15,-11,4,-3,-32,-29,9
US,United States,North Carolina,,,US-NC,,2020-12-16,-23,-12,-40,-41,-34,14
US,United States,North Carolina,,,US-NC,,2020-12-17,-13,1,-14,-34,-30,10
US,United States,North Carolina,,,US-NC,,2020-12-18,-13,-2,0,-29,-28,9
US,United States,North Carolina,,,US-NC,,2020-12-19,-13,1,10,-18,-6,3
US,United States,North Carolina,,,US-NC,,2020-12-20,-16,-5,-31,-28,-13,5
US,United States,North Carolina,,,US-NC,,2020-12-21,-2,10,14,-28,-34,8
US,United States,North Carolina,,,US-NC,,2020-12-22,1,15,17,-23,-36,9
US,United States,North Carolina,,,US-NC,,2020-12-23,9,30,10,-18,-40,8
US,United States,North Carolina,,,US-NC,,2020-12-24,-15,30,-31,-41,-65,18
US,United States,North Carolina,,,US-NC,,2020-12-25,-87,-64,-32,-65,-84,26
